title,address,description,date,seller,price,image
4 bedroom flat for sale,"Wood Lane, London, W12","Telling a story of rich materiality, glorious spaces and modernist clarity, this four-bedroom penthouse apartment is laid out across the seventh and eighth floors of Television Centre's Helios - as much indoors as it is outdoors. ",11/10/2018,"Domus Nova, Notting Hill","£8,200,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/29k/28746/62778798/28746_televisioncentre2_IMG_00_0000_max_476x317.jpg
3 bedroom apartment for sale,"Kirtling Street, Nine Elms, LONDON, SW8 ","If you ever thought what living inside of an art deco power station would be like..well now's the time to own part of this iconic landmark designed by Sir Giles Gilbert Scott. After many years of being a ghost building, its re-incarnation was thoughtfully executed by architects WilkinsonEyre a...",10/12/2019,"Nest Seekers International , London","£8,200,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/193k/192446/87556238/192446_NE010-LI-SA-188_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Lincoln Square, 18 Portugal Street, Covent Garden/ Holborn, London, WC2A","The Soane Terrace at Lincoln Square available now Lincoln Square is a unique, high-quality residential development in the cultural, legal and academic heart of London. First Completion's Spring 2019 The development features architecture by PLP Architecture, landscape by Gustafson Porter, int...",16/07/2019,"Knight Frank - New Homes, New Homes Sales Team","£8,200,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/158k/157658/63728559/157658_KRD160654_IMG_01_0001_max_476x317.jpg
3 bedroom apartment for sale,"The Soane Terrace, Lincoln Square, Westminster, WC2A","A sensational three bedroom, triple aspect penthouse in luxury new development Lincoln Square, Westminster, WC2A Show apartment & marketing suite now open. A spectacular three bedroom penthouse located on the seventh floor within a new development, Lincoln Squ...",03/05/2019,"CBRE Residential, West End","£8,200,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80905/81465488/80905_BOW160302_IMG_08_0000_max_476x317.jpg
3 bedroom penthouse for sale,"The Boiler House, Battersea Power Station, Battersea, SW8","*Exclusive Penthouse* One of only four Chimney Penthouses in the scheme. Premier specification three bedroom four bathroom apartment spread over (2,381 Sq. Ft internal) plus (992 Sq .Ft roof terrace) and a further unique (302 Sq. Ft) Wrap around Chimney Terrace, offering panoramic Chelsea Bridge,...",03/09/2018,"Ernest-Brooks International, London","£8,150,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/163k/162914/63617661/162914_CAN170525_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,"Parkside, Knightsbridge, London, SW1X","A newly refurbished 4 bedroom, 4.5 bathroom apartment located on the 2nd floor of this prestigious building in the heart of Knightsbridge, with 24 hour concierge. With over 2,168 square feet of living space, the apartment comprises 4 double bedrooms, all with fitted wardrobes and ensui...",08/01/2019,"Ladybird living, Fitzrovia","£8,100,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/193k/192155/78433652/192155_FIT190022_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,"Knightsbridge, London","A grand lateral apartment situated on the fourth floor of Parkside, one of the most notable apartment blocks in Knightsbridge backing onto Hyde Park with direct views acrossthe park from the main rooms and balcony. Accommodation:
Entrance lobby leading to spacious dining hall and impressive rece...",24/01/2019,"Hyde Park Agencies, London","£8,100,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77287/74792867/77287_28083973_IMG_11_0000_max_476x317.jpg
3 bedroom apartment for sale,"Rutland Court, Rutland Gardens, London, SW7",A beautiful three bedroom raised ground floor apartment on a private road. The flat benefits from a porter and parking (by separate negotiation). This grand and spacious lateral apartment is situated on the raised ground floor of a prestigious apartment block in Knightsbridge. ,30/10/2019,"Russell Simpson, Chelsea","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/47k/46451/66061920/46451_RUS190253_IMG_02_0000_max_476x317.jpg
2 bedroom apartment for sale,"Buckingham Gate, St James's Park, London, SW1E","Buckingham Gate is an impressive boutique development, adjacent to Buckingham Palace. This 2nd floor apartment offers generous space with two bedroom suites and a three window reception room.",08/04/2019,"Sotheby's International Realty, London","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/63k/62080/71017342/62080_LON180523_IMG_01_0000_max_476x317.jpg
Retirement property for sale,"Hammersmith, London, W6","Senior Living Development Opportunity Located in the grounds of Nazareth House, the collection of Victorian buildings on this site includes a 90 bed care home, convent, church and ancillary offices and guest accommodation. The Nursing and Residential Care Home is currently operated by Na...",09/02/2019,"Knight Frank - New Homes, Retirement Living",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75879/60111867/75879_RET190001_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Rutland Court, Rutland Gardens, Knightsbridge, London, SW7","A 3 bedroom flat for sale in Knightsbridge SW7 A beautiful three bedroom raised ground floor apartment on a private road. The flat benefits from a porter and parking (by separate negotiation). Approximately 209.6 sq m (2,256 sq ft). EPC D This grand and spacious lateral apartment is situated ...",30/10/2019,"Knight Frank, Knightsbridge","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65827/83050274/65827_SLA180252_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,"Knightsbridge, SW1X","A Fully Refurbished, Interior Designed Four Bedrooms, Five Bathrooms Lateral Apartment, With A Large Outdoor Terrace Overlooking Hyde Park (2,202 Sq Ft / 204.6 Sq Meters).  ",25/05/2018,"Knightsbridge, Estate Agents","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/112k/111955/65481997/111955_331_IMG_19_0000_max_476x317.jpg
4 bedroom flat for sale,"Parkside, Knightsbridge, SW1X",An immaculate and totally refurbished second floor apartment in this much sought after building. The flat offers 4 bedroom suites and is ideal for entertaining with a spacious entrance hall leading to reception room with a separate dining room. ,09/08/2017,"Chestertons Estate Agents , Knightsbridge","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/32k/31608/61238509/31608_HEA165307_IMG_16_0000_max_476x317.jpg
2 bedroom apartment for sale,"Buckingham Gate, Westminster","This two bedroom lateral apartment, situated on the second floor, is set over 261 sq m (2,804 sq ft) and spread generously across two original townhouses (totalling circa 60 feet creating one magnificent modern, single floor apartment.",05/11/2019,"The Cloister, London","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51305/86866976/51305_5606_IMG_01_0000_max_476x317.jpg
11 bedroom detached house for sale,"Grove Park Gardens, Chiswick, W4","An 11 bedroom detached house A superbly arranged house, ideal for the extended, internationally orientated family who need staff accommodation, excellent security, excellent leisure facilities and home office space. The Belfairs is one of the largest private family homes in Gro...",22/11/2019,"Knight Frank, Chiswick","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/135k/134402/75698041/134402_POD140374_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Battersea Power Station, London, SW8",Rare opportunity to acquire an amazing off-plan apartment in Power Station building at the Battersea Power Station development.,07/11/2019,"Copperstones Ltd, London","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/83k/82091/86386781/82091_12_IMG_00_0000_max_476x317.jpg
6 bedroom detached house for sale,"Marlborough Place, St John's Wood",Fantastic opportunity to purchase this Freehold six bedroom detached house located in St. John's Wood.,21/03/2019,"The Cloister, London","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51305/65607873/51305_5097_IMG_01_0000_max_476x317.jpg
6 bedroom penthouse for sale,"Benham House, Coleridge Gardens, Chelsea, London, SW10","Impressive penthouse with excellent views for sale in Chelsea An exceptional penthouse apartment located in this prestigious Chelsea development. Kings Chelsea offers residents 24-hour security, porter, underground parking and leisure facilities with communal gardens and a lake. This penthous...",14/09/2018,"Knight Frank, Chelsea","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65803/73835735/65803_CHL120043_IMG_17_0004_max_476x317.jpg
7 bedroom detached house for sale,"The Ferry House, Twickenham,  TW1",A Grade II listed 6-8 bedroom family house with a wonderful riverside garden and a pool house with staff accommodation at the end of the private rear garden. All in superb order having undergone complete renovation and with wonderful views over the slip way to Eel Pie Island. The Ferry House stan...,04/12/2019,"Featherstone Leigh , Twickenham and St Margarets - Sales","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/33k/32253/87202553/32253_2512834_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Pembridge Crescent, Notting Hill, London, W11","Exceptional 3 bedroom apartment for sale in Notting Hill, W11 An exceptional newly refurbished three bedroom apartment with direct lift access, offering wonderful lateral space set over two floors of this this elegant double fronted detached villa. EPC: B. Arranged over the second and third fl...",30/04/2019,"Knight Frank, Notting Hill","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65821/81323693/65821_NGH180061_IMG_01_0000_max_476x317.jpg
6 bedroom flat for sale,"Coleridge Gardens, Chelsea","Set within this prestigious 'Kings Chelsea' development, a truly exceptional six bedroom penthouse apartment. The property offers ideal entertaining/living space for both friends and family.",15/08/2019,"Dexters, Chelsea","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94643/73573489/94643_29022886_IMG_28_0000_max_476x317.jpg
3 bedroom house for sale,"Frinsted Road, Erith","Guide price of £250,000 - £260,000. Chain Free Semi Det House that is located close to Local shops, Schools and Public Transport. Newly Refurbished but only certain mortgage companies will lend due to the property being of BISF Concrete construction. * 55 Ft Garden, Garage, DG & G C Heating *",14/12/2019,"Able Estates, North Kent","£250,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7423/76182637/7423_6231_ABLE_IMG_01_0001_max_476x317.jpg
5 bedroom apartment for sale,"Orchard Court, Portman Square","A beautifully presented and well refurbished 5 bedroom apartment on the 4th floor of one of London's finest purpose built blocks. This lateral apartments benefits from exceptional entertaining space. Comprising exceptional entertaining space with a grand entrance hall, spacious double recep...",19/09/2019,"Manors, London - Sales","£8,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/86k/85331/65199075/85331_BAK190641_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"The W1 London, 35 Marylebone High Street, Marylebone, London, W1U","A unique opportunity for luxury living on the desirable Marylebone High St. A brand new three bedroom first floor apartment offering ca 2,861 sq ft of lateral living space and 226 sq ft of terrace hidden behind the façade of a much loved local landmark. The W1 London offers modern living in one ...",02/03/2019,"Knight Frank - New Homes, Prime Central London Developments","£7,975,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/42k/41063/79796804/41063_KRD143548_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Mount Street, Mayfair W1","A bright and spacious two/three bedroom first floor lateral apartment located on arguably London`s most desirable street. Situated towards the Berkeley Square, the property is perfectly positioned to take advantage of Mayfair`s boutique shops, up-market restaurants and 5* hotels.",05/04/2018,"Rokstone, London","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/177k/176396/72410810/176396_2286_IMG_26_0000_max_476x317.jpg
2 bedroom flat for sale,"Mount Street, London, W1K","A beautiful 3 bedroom lateral apartment with outstanding ceiling heights A bright and spacious 3 bedroom lateral apartment located on arguably London's most desirable street. Situated towards the Berkeley Square, the property is perfectly positioned to take advantage of Mayfair's boutique shops,...",05/04/2018,"Knight Frank, Mayfair","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65815/53734719/65815_WER140231_IMG_12_0001_max_476x317.jpg
7 bedroom detached house for sale,"White Lodge Close, London, N2 ","A handsome detached house set behind a carriage driveway, discreetly located off one of London's most prestigious Avenues. Willowbrook offers spacious living over two floors only, spanning some 6,840 sq.ft (635 sq.m). Accommodation comprises; Large family reception room, dining room, family room,...",31/10/2019,"Hanover, St John's Wood","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/75k/74440/66085260/74440_29227665_IMG_14_0000_max_476x317.jpg
5 bedroom flat for sale,"Welbeck Street, Marylebone, London, W1G","Five bedroom apartment for sale in Marylebone W1 Outstanding lateral space, offering understated contemporary luxury & leading edge technology in the
heart of Marylebone Village. EPC: D Offering 3,143 sq ft of living space, this spectacular apartment comprises master bedroom with dressing area...",27/09/2019,"Knight Frank, Marylebone","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/64k/63077/65366418/63077_MRY190017_IMG_01_0002_max_476x317.jpg
4 bedroom terraced house for sale,"Eldon Road, Kensington, London, W8","A 4 bedroom family house with a garden for sale in Kensington W8 An immaculate and beautifully presented 4 bedroom family house, ideally located on the highly desirable and quiet Eldon Road. Approximately 3,193 sq ft (296 sq m) EPC: D The house has an excellent balance of living and entertai...",01/10/2019,"Knight Frank, Kensington","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65809/87286505/65809_KEN140174_IMG_01_0000_max_476x317.jpg
8 bedroom detached house for sale,"Brampton Grove, Hendon","ABC are proud to present this substantial and impressive detached residence now available on this premier road in Hendon! Arranged over 3 floors accommodation comprises grand entrance hall leading to 4 reception rooms, large modern fully fitted eat-in kitchen, laundry room, games room, 2 storage...",18/01/2018,"ABC Estates London Limited, Hendon","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77804/68567995/77804_3795174_IMG_01_0000_max_476x317.jpg
5 bedroom house for sale,"Bathurst Street, Hyde Park Estate, London, W2","With a highly desirable location moments from Hyde Park this stunning five bedroom low build house offers four floors of beautiful modern interiors, two private patio gardens and a gorgeous open-plan living space.",02/10/2018,"Foxtons, Marylebone","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76585/69636100/76585_1060292_IMG_02_0000_max_476x317.jpg
6 bedroom semi-detached house for sale,"Queens Grove, St John's Wood, London, NW8","An exceptional newly refurbished period house (3,851 sq ft / 358 sq m) situated behind electric gates in this sought after location. This family home is presented in excellent decorative order throughout and provides versatile accommodation, whilst benefiting from a 74ft rear garden and off stree...",04/07/2019,"Behr and Butchoff, St John's Wood","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78397/79849118/78397_SJW080185_IMG_10_0000_max_476x317.jpg
6 bedroom semi-detached house for sale,"Blomfield Road, Little Venice, London, W9","A substantial stucco fronted Grade 2 listed period house on Blomfield Road, arguably the most desirable street in Little Venice. This charming property is nestled on the banks of the picturesque Regent's Canal and is moments away from the boutique shops and cafes of Clifton Road. ",04/04/2019,"Ian Green Residential, London","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73947/70939129/73947_28381128_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Hamilton Terrace, St John's Wood, London, NW8","A freehold detached double fronted house (393.4 sq m/4,235 sq ft) providing extremely well planned accommodation throughout with a delightful conservatory leading onto a wonderful West facing garden. There is implemented planning consent to provide an additional 2,400 sq ft of living...",02/07/2019,"Aston Chase, London","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/72654745/84235_RGS190150_IMG_01_0000_max_476x317.jpg
7 bedroom terraced house for sale,"Oxford Gardens, North Kensington W10",An outstanding double fronted Victorian Villa built in 1872 enviably located on the south side of one of North Kensington’s most sought after streets. ,11/10/2019,"Bective Leslie Marsh, Ladbroke Grove - Sales","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49824/85563113/49824_2515381_IMG_01_0001_max_476x317.jpg
5 bedroom detached house for sale,"The Lane, St. John's Wood, London, NW8",This substantial home offers a perfect balance of accommodation with spacious open plan living areas and five beautifully appointed bedrooms.,19/09/2018,"Savills, St John's Wood & Regent's Park","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78202/63852744/78202_STS180088_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Hamilton Terrace, St John's Wood, London, NW8","An exceptional detached house (494.2 sq m/5,320 sq ft) providing extensive and well planned accommodation with a beautiful landscaped west facing garden. The house has been well maintained and benefits from high ceilings, period features and a large conservatory. Hamilton Terrace is si...",19/07/2019,"Aston Chase, London","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/74930908/84235_RGS190044_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Eldon Road, Kensington, London","The house has an excellent balance of living and entertaining space with good ceiling height, a south facing garden and has been interior designed by the current owners creating a stunning family home.",30/09/2019,"Strutt & Parker, Kensington","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54859/66921714/54859_LKN110013_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Bathurst Street, London, W2","A beautiful 5 bedroom house located on the Hyde Park Estate W2 Located on the highly desirable Hyde Park Estate is this wonderful five bedroom house which has been refurbished throughout to a high standard, offering air conditioning, integral garage parking and incredible living space throughout...",25/04/2019,"Knight Frank, Hyde Park","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/51k/50634/71359324/50634_HPE170105_IMG_01_0000_max_476x317.jpg
5 bedroom house for sale,"The Lane, St John's Wood, London, NW8",A rare opportunity to acquire an exceptional ‘turn-key’ detached residence in one of St John’s Wood’s most exclusive locations. Situated in a private gated close of just eight houses this prestigious low built property has been the subject of an extensive and me...,18/09/2018,"Aston Chase, London","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/69058858/84235_RGS170290_IMG_01_0000_max_476x317.jpg
6 bedroom semi-detached house for sale,"Queens Grove, St John's Wood, London, NW8",A handsome Victorian semi-detached stucco residence located on the highly sought after East side of St John's Wood. ,04/07/2019,"Savills, St John's Wood & Regent's Park","£7,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78202/65410887/78202_STS170062_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Gasholders Building, 1 Lewis Cubitt Square, N1C","An incredible Penthouse apartment, interior designed by acclaimed fashion designer Roksanda Illinic. The buildings architecture is anything but ordinary; it piques the curiosity of all who see it. The penthouse flats have been designed to the highest quality, with marble worktops, polished brass ...",15/10/2019,"Berkshire Hathaway HomeServices, Kings Cross","£7,850,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/192k/191579/65776221/191579_MRB190182_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Marylebone Square, Moxon St, Marylebone, W1U",Marylebone Square is one of London's most sought after new developments with 54 apartments.,02/12/2019,"Copperstones Ltd, London","£7,800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/83k/82091/87108569/82091_221_IMG_00_0000_max_476x317.jpeg
7 bedroom apartment for sale,"Princes Gate Court, South Kensington, London, SW7",A rare opportunity to purchase two apartments that have been seamlessly combined to create the perfect fusion of volume and lateral floor space with an abundance of natural light and delightful outlooks.,17/12/2019,"Sotheby's International Realty, London","£7,800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/63k/62080/76223632/62080_LON180593_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Marylebone Square, Marylebone",Three bedroom penthouse available on the fifth floor.,19/11/2019,"The Cloister, London","£7,800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51305/86765267/51305_5660_IMG_01_0000_max_476x317.jpeg
3 bedroom duplex for sale,"Cadogan Square, London, SW1X",An exceptional west facing second and third floor maisonette situated in this handsome red brick Grade II listed building on the favoured side of this well-known prime central London garden,11/09/2019,"Savills, Sloane Street","£7,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48943/76171360/48943_SLH190040_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Cudham Lane North, Orpington, Kent, BR6 6BX","Situated on the edge of greenbelt countryside yet within easy reach of station, shops and schools, a 4 bedroom extended semi-detached house with a lovely kitchen/breakfast/family room overlooking the ...",23/04/2019,"Linay & Shipp, Orpington","£545,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/24k/23870/71311210/23870_500964_IMG_01_0000_max_476x317.jpg
4 bedroom house for sale,"Scarsdale Villas, Kensington, London, W8","Located on one of Kensington’s most prestigious streets, this 4 bedroom freehold house is presented in immaculate condition. Incoming purchasers will enjoy access to a modern and beautifully designed family house which incorporates a balanced mix of living, entertaining and bedroom ac...",04/11/2019,"Pastor Real Estate , Chelsea","£7,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/185k/184634/75259624/184634_CHL190024_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Tite Street, Chelsea, SW3",An unusually wide house with off street parking in the heart of Chelsea. Upon entering the house there is wide hallway with ample cupboard space for coats and a guest cloakroom. At the front of the house on the ground floor floor is a large reception room at the front leading through ...,06/06/2019,"Russell Simpson, Chelsea","£7,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/47k/46451/62830446/46451_RUS170241_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Tite Street, London, SW3",A substantial low built five bedroom freehold family house with the benefit of a leasehold garage. ,06/06/2019,"Rose & Partners, London","£7,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/183k/182015/82413389/182015_4413121_IMG_02_0000_max_476x317.jpg
6 bedroom flat for sale,"Kensington Court, London, W8","A BEAUTIFUL AND SPACIOUS SIX BEDROOM FLAT ARRANGED OVER SOME 3200 SQ FT AND SITUATED ON THE 3RD FLOOR OF AN ELEGANT, VICTORIAN PERIOD BUILDING BLOCK CLOSE TO KENSINGTON GARDENS",07/03/2017,"Thackerays, London","£7,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/40k/39899/63894440/39899_8RM_IMG_00_0000_max_476x317.jpg
3 bedroom flat for sale,"Holland Park Villas, Kensington, London, W8","The last remaining apartment in Holland Park Villas. A beautifully crafted home within this much sought after recently completed new development, the apartment includes an extremely light reception room with open plan kitchen and access onto a generous balcony. The last remaining apartment. A...",28/01/2019,"Knight Frank - New Homes, Prime Central London Developments","£7,700,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/42k/41063/78928364/41063_KRD143900_IMG_09_0000_max_476x317.jpg
3 bedroom flat for sale,"Lowndes Square, Knightsbridge, SW1X",A stunning and meticulously refurbished and remodelled 3rd floor lateral apartment spanning two period buildings in this much sought after square garden. As you enter the apartment you will be captivated by its design and exceptional finish. ,14/05/2019,"Chestertons Estate Agents , Knightsbridge","£7,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/32k/31608/67045996/31608_KBR130084_IMG_16_0000_max_476x317.jpg
3 bedroom flat for sale,"Holland Park Villas, Campden Hill, Kensington, London, W8","An exceptional 3 bedroom apartment in Holland Park Villas, W8 Amongst the luxury of one of Kensington's finest developments, this particular apartment is located on the second floor, in the most favoured south west corner. Approximately 2,238 sq ft (208 sq m) The accommodation opens onto a gra...",28/10/2019,"Knight Frank, Kensington","£7,600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65809/86039672/65809_KEN170206_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,"The Clairmont, The Dumont, SE1","A 1,867 sq ft landscaped terrace with direct river views makes this 18th floor four bedroom apartment one of the most enviable homes in the Dumont. Double doors from the lounge, kitchen and bedrooms open up onto the stunning terrace that has its very own outdoor kitchen and Jacuzzi. The perfect s...",05/12/2019,"JLL, London Residential Developments","£7,600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/101k/100183/66853506/100183_LWN00359_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Old Church Street, Chelsea, London, SW3",Set on one of the oldest and most desirable streets in Chelsea this completely refurbished Georgian Townhouse offers sublime interiors with period details over 5 floors of accommodation.,20/06/2019,"Foxtons, Sloane Square","£7,600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/17k/16023/76255240/16023_1102564_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"199 Kinghtsbridge, Knightsbridge","A luxury 3 bedrooms 3 bathrooms apartment in the exclusive development of The Knightsbridge is available for sale. The apartment consists of 3 bedrooms, 3 bathrooms. The apartment is furnished to an excellent standard and has master bedroom with en-suite bathroom and second bedroom with bathroom ...",03/12/2019,"Chase Apartments, London","£7,550,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/35k/34047/87159461/34047_102986006979_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Maxwell Road, London, SW6","A one-off opportunity to purchase Old St James Vicarage, a detached Gothic revival family house of circa 7667 sq ft with a garage and separate studio. ",08/11/2019,"John D Wood & Co. Sales, Parsons Green","£7,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/843/75384838/843_FUL190010_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Windmill Hill, London, NW3","'Capo di Monte' is an exquisite, part stuccoed part weather boarded Grade II listed detached 18th century Georgian cottage, nestled in this coveted location at one of the highest points in London, abutting Hampstead Heath and within walking distance of The Village.",02/09/2019,"Marcus Parfitt Residential Sales, London","£7,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/196k/195101/84390296/195101_capodimonte_IMG_00_0000_max_476x317.jpg
6 bedroom house for sale,"Eaton Terrace, Belgravia, London, SW1W","Family house with large terrace for sale in Belgravia SW1An excellent family house at the northern end of Eaton Terrace with a large south west facing terrace. There is a good balance of living and entertaining space, as well as being currently laid out as 6 bedrooms. Approximately 342 sq m (3,...",15/09/2019,"Knight Frank, Belgravia, covering Westminster","£7,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/74177764/94745_MRY170051_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"Maxwell Road, London",A unique Gothic Revival house boasting stunning architectural details.,08/11/2019,"Strutt & Parker, Fulham","£7,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54865/66286719/54865_FLH190013_IMG_01_0000_max_476x317.jpg
4 bedroom flat for sale,"Cadogan Square, London, SW1X","A unique and rare large 4 bedroom apartment on Cadogan Square requiring complete refurbishment. Coming to the market for the Firrst time in over 30 years, the apartment is an opportunity to create a stunning residence on one of Knightsbridge's Finest garden squares. Split level and set on the ...",01/02/2019,"SW Residential , London","£7,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/61k/60378/69822838/60378_1004592891_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,"Parkside, Knightsbridge, London","A truly stunning, newly refurbished 4 double bedroom, 4 bathroom apartment overlooking beautiful Hyde Park in the heart of Knightsbridge, SW1X. Flat benefits from private balcony, 24 hour porterage, 24 hour security and lift service.",11/11/2019,"Interlet international lettings, London","£7,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76342/86498837/76342_102111001663_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Gasholders Building, 1 Lewis Cubitt Square, N1C","An incredible Penthouse apartment, interior designed by acclaimed fashion designer Roksanda Illinic. The buildings architecture is anything but ordinary; it piques the curiosity of all who see it. The penthouse flats have been designed to the highest quality, with marble worktops, polished brass ...",01/08/2019,"Berkshire Hathaway HomeServices, Kings Cross","£7,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/192k/191579/73281211/191579_MRB190181_IMG_28_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Britannia Road, Fulham, London SW6","This is a beautifully presented and charismatic studio house, with exceptional volumes, situated on a private mews off a quiet residential street in west London. Discreetly located behind a secure entrance, the house benefits from private parking on a shared courtyard whilst also being adjacent ...",19/12/2018,"Aylesford International, Chelsea","£7,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/43k/42848/78010178/42848_CHE070105_IMG_08_0000_max_476x317.jpg
