title,price,thumbnail_url,image_url,DP Type,Brand,Content,Type
Kims Vegitable Noodles 1kg,INR 139.00,https://www.luluhypermarket.in/medias/153311-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxODA1NHxpbWFnZS9qcGVnfGgzOC9oMDUvODg1MDYwNzg2NTg4Ni8xNTMzMTEtMDEuanBnXzk2V3g5Nkh8YzAwZTFjMTczY2EyZTJhMzM1Y2Y5YTAwZWE3M2ZmMDIxMTYwM2YwNDM0ZTFjZjNlYmJlMGI2M2NkYWVkM2Y1Mw,https://www.luluhypermarket.in/medias/153311-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3wxMDg3NTF8aW1hZ2UvanBlZ3xoNzkvaDAxLzg4NTA2MDc5OTY5NTgvMTUzMzExLTAxLmpwZ181MTVXeDUxNUh8OWJlZTI2ZWEzNjRiZTUwZTBiNGZkYzlkOTMwMDQzZmNjYzJmMDIyM2E2MDhiNTA4NjY1M2VjNzViNDc0Y2ZjOA,Instant Noodle,KIMS,Grocery,1 Kg
AliBaba Basmati Rice Indian 1kg,INR 109.00,https://www.luluhypermarket.in/medias/159912-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNjE4MHxpbWFnZS9qcGVnfGg1ZS9oOTQvODg0OTM5OTMxNjUxMC8xNTk5MTItMDEuanBnXzk2V3g5Nkh8Yzg2OWQxNThlZTYwYzczODc3NWY1MzY0Y2Y4MzYzMmE0Mzc4MTdlOWI3OWQ4Y2NlYjI4Y2UzZmNlNGFjYzFiNQ,https://www.luluhypermarket.in/medias/159912-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3w3MTg1N3xpbWFnZS9qcGVnfGgxZC9oOTgvODg0OTM5OTQ0NzU4Mi8xNTk5MTItMDEuanBnXzUxNVd4NTE1SHxiZWY1ZjE3ZjFiNTIwNGI1MzVhZmMzZjdlNzc0MzNmOWVmMTEyMWRhZDRlNzA1MjZlMmNlNWRkMDFmMjg0YWIw,Grocery,1 Kg,ALI BABA,Basmati
Mayil Matta Rice Long Grain 10kg,INR 479.00,https://www.luluhypermarket.in/medias/180336-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTM4MnxpbWFnZS9qcGVnfGg5ZC9oZDQvODg0OTY4ODMzMDI3MC8xODAzMzYtMDEuanBnXzk2V3g5Nkh8ZjcxNDExOGE2ZTdhZTgxMTNkOTllMTc4NzZhMjlhZmQ3N2ZiNTQ1N2Q4ZTdmYTJkYmQxODk1ODI5YWUxYjFiMQ,https://www.luluhypermarket.in/medias/180336-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3w2MzY2MXxpbWFnZS9qcGVnfGg1Yy9oZDgvODg0OTY4ODQ2MTM0Mi8xODAzMzYtMDEuanBnXzUxNVd4NTE1SHw0MGM4ZDZlNWYzN2ViMDcwNWIzMjJmODE2ZDE2OTdjYWZmYWYzNzU0ZGZlYmQ1OTRmN2FiNGNlYTI1NjE1M2U2,Boiled rice,10 Kg,Grocery,MAYIL
Mayil Matta Rice Long Grain 5kg,INR 249.00,https://www.luluhypermarket.in/medias/180338-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTY3NXxpbWFnZS9qcGVnfGg1MC9oZDAvODg1MDIwMTQ3NzE1MC8xODAzMzgtMDEuanBnXzk2V3g5Nkh8YTFmZGNmMmQwY2U0NGZlNGUwZjdhZDg0MTc4ZTY5ZDk2MGJiZGFiZTJmYTBjNDE5MmM2ZDNkNGFiMWI1NjUxOQ,https://www.luluhypermarket.in/medias/180338-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3w2NTUxMnxpbWFnZS9qcGVnfGg1Zi9oZDYvODg1MDIwMTYwODIyMi8xODAzMzgtMDEuanBnXzUxNVd4NTE1SHxlYjhiYjVlMDVlMGEwMTYwZjFhY2QyYTdiOTI1NjAyNjJmOGFjNjU1NjI1ODc4MzQ3YWMyY2Y3YzRmOTQ1NGU4,Speciality Rice,5kg,Grocery,MAYIL
Mayil Jaya Rice 10kg,INR 459.00,https://www.luluhypermarket.in/medias/180342-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMjQ4NnxpbWFnZS9qcGVnfGgwOS9oMjgvODg1MDEyODMzODk3NC8xODAzNDItMDEuanBnXzk2V3g5Nkh8ODM2ZmYyODZlZDFmYWViZGRjZWRhM2I1ZmJkMDY0MjlhNmUyOTI4NWY2NThmNDkxOTE3ZDMwMjM3ZTJmYTQyNA,https://www.luluhypermarket.in/medias/180342-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3w5NTI4M3xpbWFnZS9qcGVnfGhkYy9oMmIvODg1MDEyODQ3MDA0Ni8xODAzNDItMDEuanBnXzUxNVd4NTE1SHwzYjEwMDZiZjBiM2YxMTQ5YjZiMTgyNTFmNTdlZWUwOWU1YjM1NmYxZTViMDBmMDQ3YzU5OGFmODY3NDM4ODFi,MAYIL,10 Kg,Grocery,Boiled rice
Mayil Jaya Rice 5kg,INR 219.00,https://www.luluhypermarket.in/medias/180379-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTkwN3xpbWFnZS9qcGVnfGg1Zi9oZTkvODg0ODY4Mzc5NDQ2Mi8xODAzNzktMDEuanBnXzk2V3g5Nkh8OWRmZWM3MWVmMjVkZmMwOGI2NmIzYjFhOGE2MjNiZDI5YjNhMTFhODRkNTNkOTc0YzExOTM2NDVlNmMwMWZhOQ,https://www.luluhypermarket.in/medias/180379-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3w5MjE3M3xpbWFnZS9qcGVnfGg2ZS9oZWYvODg0ODY4MzkyNTUzNC8xODAzNzktMDEuanBnXzUxNVd4NTE1SHwzN2RlNjE1NjMyMzFkNWJhMTkyOWE2OWFlM2JiMjdmZDc2NmQ3OGU5MGRjZDk0NjA3M2I0OThmOGUwZTNiN2Zl,MAYIL,5 Kg,Grocery,Boiled rice
Ruchika Raw Rice 5kg,INR 235.00,https://www.luluhypermarket.in/medias/186614-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzA5NnxpbWFnZS9qcGVnfGhmMC9oNzMvODg0OTIwNTI2NDQxNC8xODY2MTQtMDEuanBnXzk2V3g5Nkh8ODRhN2ZjMDc1NDc5NTIxODliMWFkNDAwMGZhMDdhNzUzMTk1ZTU5ZDAxZDU3OGQ3YmQxYTQ4NjlmNmQ0MGE0NQ,https://www.luluhypermarket.in/medias/186614-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3w1NzE5OXxpbWFnZS9qcGVnfGhhZi9oNzcvODg0OTIwNTM5NTQ4Ni8xODY2MTQtMDEuanBnXzUxNVd4NTE1SHw2N2RiNGYwMjc0MjYyZjkzMDk0YTgxMmQ2Zjc2Zjg0MzRlNzhjOWQ5YmY2YTM4MzU1OWYxNDhjMGIyNTk5MmY5,Indian Ethnic Rice,5 Kg,Grocery,RUCHIKA
Kims Egg Noodles 900GM,INR 149.00,https://www.luluhypermarket.in/medias/195873-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxODAwNnxpbWFnZS9qcGVnfGhiNC9oNTgvODg1MDM1MDcwMjYyMi8xOTU4NzMtMDEuanBnXzk2V3g5Nkh8MzRlMmQ2MjVjZTNiYmM4MjdkMTlkY2FhYjA5MjU2ZWJhZDVhYzBlNzM0NjFkOTc4NzIwMTZlODJjYTQ2NWVmNg,https://www.luluhypermarket.in/medias/195873-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3wxMDY0Mzd8aW1hZ2UvanBlZ3xoZjUvaDU0Lzg4NTAzNTA4MzM2OTQvMTk1ODczLTAxLmpwZ181MTVXeDUxNUh8ZGMzODBlMzUxODkwMWU0ZTg4M2RhZWExODEyZWZhYWM5OTU0OTBjOWZjYmFiOTk5OTU0MDllZWQ2MDQ0ZGM2Yg,Instant Noodle,KIMS,Grocery,1 Kg
Double Horse Macaroni 200g,INR 26.00,https://www.luluhypermarket.in/medias/196792-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTgxN3xpbWFnZS9qcGVnfGhhYi9oMTgvODg1MDAwNTA2NTc1OC8xOTY3OTItMDEuanBnXzk2V3g5Nkh8MGRjZjQzZWMzZmEyNGJkMTY5ZDIzZmY3ZTI3OGVhZTdkMjk4ZTAxMmM0OGI5OTMyYTJkN2QyY2IwMTJjMmQwZA,https://www.luluhypermarket.in/medias/196792-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3w3NDkwNXxpbWFnZS9qcGVnfGg2YS9oMWMvODg1MDAwNTE5NjgzMC8xOTY3OTItMDEuanBnXzUxNVd4NTE1SHw3OTBiZTNlNTU0YzU5MDJjZDY1NmI4YmY3M2U2ZjExMDA0M2I0MGQzYTdkY2VjMjJhM2FlNGM2MDViOTgwYzUx,Pasta,Grocery,DOUBLE HORSE,200 Gm
Ching's Secret Hot Garlic Noodles 240g,INR 55.00,https://www.luluhypermarket.in/medias/19747-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNDc0NXxpbWFnZS9qcGVnfGgzOC9oMjgvODg3MjU0NzQ1MDkxMC8xOTc0Ny0wMS5qcGdfOTZXeDk2SHxhNmUzYTNkM2EyNTg3M2FjNTYyZWQ5NGExZWE4OTMwZTExYWVmZmZhYWQ0MTZmMDI5MDFkOTcyMTE4NmRkZDMw,https://www.luluhypermarket.in/medias/19747-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3w4NDk5MXxpbWFnZS9qcGVnfGhmOC9oMmIvODg3MjU0NzU4MTk4Mi8xOTc0Ny0wMS5qcGdfNTE1V3g1MTVIfDI3YzQwMzA1YjkwMmFmOGU4YWMzODNjYTg0NDM5NTg1Nzc1ZmIwYTg1ODY3NTFkNmYyYTAyYmNhOWFhMzE2M2E,Instant Noodle,CHINGS SECRET,Grocery,240g
Ching's Secret Schezwan Noodles 240g,INR 55.00,https://www.luluhypermarket.in/medias/19748-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzU2OHxpbWFnZS9qcGVnfGhkYS9oODAvODg3MjU1MTU3OTY3OC8xOTc0OC0wMS5qcGdfOTZXeDk2SHw2NWVlMTcyODYwNDgyODFlMWNhMWYyOTY4MjllOWQ5MDJkODBkMWZjN2JiZjY5NDNmYmM1NTZlYWY4MTc1NDhh,https://www.luluhypermarket.in/medias/19748-01.jpg-515Wx515H?context=bWFzdGVyfGltYWdlc3w4MTY2NXxpbWFnZS9qcGVnfGhmYy9oODYvODg3MjU1MTcxMDc1MC8xOTc0OC0wMS5qcGdfNTE1V3g1MTVIfDAwMDllMzI3MDBkMDU0MDIyYjI3MGQ5MjdhZDcxNGJlZGZjNDliNTJhMTYzOGYxMDJlMGUxMmUzMGY1MDA5ODg,Instant Noodle,CHINGS SECRET,Grocery,240g
